Date,Cases,Vaccinated,Deaths,Frac_boosted,Daily_boost
2021-04-13,53239,1723063,468,0,1
2021-04-12,68111,1730130,740,0,2
2021-04-11,76415,805580,864,0,1
2021-04-10,75434,1667154,867,0,6
2021-04-09,74627,2454159,821,0,3
2021-04-08,63657,2534769,749,0,2
2021-04-07,56400,2316896,362,0,1
2021-04-06,45722,2090509,532,0,3
2021-04-05,63695,1608055,708,0,2
2021-04-04,70446,372944,842,0,0
2021-04-03,73685,1164724,816,0,1
2021-04-02,69567,1830836,948,0,4
2021-04-01,61789,2270510,729,0,5
2021-03-31,58014,1952552,548,0,4
2021-03-30,53256,1671099,618,0,1
2021-03-29,63203,1284050,851,0,1
2021-03-28,74834,553155,1042,0,2
2021-03-27,65367,1170520,981,0,2
2021-03-26,68021,1813868,1126,0,3
2021-03-25,57684,1660363,753,0,1
2021-03-24,48228,1434329,938,0,2
2021-03-23,45228,1161336,553,0,2
2021-03-22,58456,815061,718,0,3
2021-03-21,62022,380701,1078,0,1
2021-03-20,63099,866732,956,0,2
2021-03-19,59588,1233105,1075,0,1
2021-03-18,51806,1218102,853,0,0
2021-03-17,43532,1145696,693,0,0
2021-03-16,47230,1063428,651,0,0
2021-03-15,52274,880010,958,0,0
2021-03-14,64222,432379,1491,0,0
2021-03-13,59764,1031672,1317,0,0
2021-03-12,61755,1542671,1576,0,1
2021-03-11,54088,1413445,1201,0,1
2021-03-10,42703,1283628,802,0,1
2021-03-09,43758,1096746,895,0,1
2021-03-08,57710,864010,1277,0,0
2021-03-07,64094,351854,1924,0,0
2021-03-06,64859,873119,1515,0,1
2021-03-05,66043,1321222,1896,0,1
2021-03-04,53761,1254004,1128,0,1
2021-03-03,51114,1136429,1323,0,0
2021-03-02,52570,970459,1026,0,0
2021-03-01,68298,813054,1634,0,1
2021-02-28,73274,299767,1966,0,2
2021-02-27,71998,823677,2850,0,0
2021-02-26,72358,1394887,1975,0,1
2021-02-25,70162,1351474,1718,0,0
2021-02-24,55821,1242680,1487,0,1
2021-02-23,56628,1034585,1525,0,1
2021-02-22,65510,809335,1839,0,0
2021-02-21,73576,327141,2322,0,0
2021-02-20,68568,685209,2247,0,1
2021-02-19,63770,1103017,2181,0,0
2021-02-18,56871,980528,1407,0,0
2021-02-17,58066,996093,1387,0,0
2021-02-16,67413,792476,1572,0,1
2021-02-15,85221,545488,3316,0,0
2021-02-14,97431,231630,5061,0,0
2021-02-13,99548,574230,3252,0,0
2021-02-12,98339,1166494,2813,0,0
2021-02-11,91417,1100721,2470,0,1
2021-02-10,80726,1045270,1668,0,1
2021-02-09,92931,903396,1771,0,0
2021-02-08,110180,710683,2803,0,0
2021-02-07,124827,158148,3399,0,0
2021-02-06,122620,425151,3127,0,0
2021-02-05,108669,968100,3280,0,1
2021-02-04,121330,920357,2947,0,1
2021-02-03,129043,841492,2229,0,0
2021-02-02,111938,706145,2291,0,0
2021-02-01,138823,586674,2827,0,0
2021-01-31,164238,129581,3266,0,0
2021-01-30,156822,245510,3870,0,0
2021-01-29,158965,500161,3950,0,0
2021-01-28,145943,563072,3576,0,0
2021-01-27,135591,652746,2037,0,0
2021-01-26,141554,586347,2477,0,0
2021-01-25,165512,494263,3073,0,0
2021-01-24,189419,89536,3679,0,0
2021-01-23,187644,153321,3853,0,0
2021-01-22,188266,213070,3826,0,0
2021-01-21,150233,278914,2738,0,0
2021-01-20,154205,424920,2250,0,0
2021-01-19,186583,360817,2600,0,0
2021-01-18,209511,229498,3549,0,0
2021-01-17,237318,42275,3384,0,0
2021-01-16,223583,73202,3762,0,0
2021-01-15,226378,122636,4066,0,0
2021-01-14,217776,137705,3600,0,0
2021-01-13,204122,273329,2534,0,0
2021-01-12,224484,317487,2555,0,0
2021-01-11,256294,327062,3411,0,0
2021-01-10,292105,69895,3711,0,0
2021-01-09,269765,130042,3978,0,0
2021-01-08,257750,367995,3855,0,0
2021-01-07,242441,284151,3496,0,0
2021-01-06,174314,174965,2029,0,0
2021-01-05,205458,88552,2044,0,0
2021-01-04,225318,45667,2384,0,0
2021-01-03,228546,2594,3049,0,0
2021-01-02,229492,3112,3754,0,0
2021-01-01,235818,9356,3763,0,0
2020-12-31,208904,3537,3351,0,0
2020-12-30,176774,7671,2180,0,0
2020-12-29,154342,5512,1903,0,0
2020-12-28,147119,4487,1650,0,0
2020-12-27,161342,809,2237,0,0
2020-12-26,202550,1070,3021,0,0
2020-12-25,226200,138,3238,0,0
2020-12-24,197759,1248,2891,0,0
2020-12-23,183553,3266,2129,0,0
2020-12-22,186429,3016,2090,0,0
2020-12-21,202289,1674,2727,0,0
2020-12-20,235875,823,2949,0,0
2020-12-19,246505,1159,3338,0,0
2020-12-18,240266,1326,3389,0,0
2020-12-17,198650,826,2758,0,0
2020-12-16,198204,518,1955,0,0
2020-12-15,181275,328,2037,0,0
2020-12-14,217153,164,2440,0,0
2020-12-13,245839,9669,3188,0,0
2020-12-12,208835,9669,2705,0,0
2020-12-11,221251,0,3323,0,0
2020-12-10,226982,0,2561,0,0
2020-12-09,183091,0,1973,0,0
2020-12-08,176909,0,1588,0,0
2020-12-07,205575,0,2376,0,0
2020-12-06,223806,0,2593,0,0
2020-12-05,216782,0,2740,0,0
2020-12-04,210074,0,2756,0,0
2020-12-03,192718,0,2379,0,0
2020-12-02,151905,0,1546,0,0
2020-12-01,141072,0,1281,0,0
2020-11-30,144575,0,1506,0,0
2020-11-29,164034,0,1658,0,0
2020-11-28,145029,0,1674,0,0
2020-11-27,194100,0,2289,0,0
2020-11-26,175183,0,1889,0,0
2020-11-25,160411,0,1413,0,0
2020-11-24,149783,0,1303,0,0
2020-11-23,173861,0,1724,0,0
2020-11-22,193369,0,1959,0,0
2020-11-21,188681,0,1920,0,0
2020-11-20,170904,0,1833,0,0
2020-11-19,167352,0,1591,0,0
2020-11-18,153374,0,1018,0,0
2020-11-17,137564,0,1027,0,0
2020-11-16,164239,0,1472,0,0
2020-11-15,176989,0,1271,0,0
2020-11-14,162300,0,1347,0,0
2020-11-13,153660,0,1518,0,0
2020-11-12,145951,0,1674,0,0
2020-11-11,124487,0,930,0,0
2020-11-10,111648,0,882,0,0
2020-11-09,129810,0,1095,0,0
2020-11-08,133337,0,1260,0,0
2020-11-07,122830,0,1227,0,0
2020-11-06,113875,0,1298,0,0
2020-11-05,98499,0,1031,0,0
2020-11-04,87188,0,738,0,0
2020-11-03,141582,0,708,0,0
2020-11-02,92783,0,942,0,0
2020-11-01,97518,0,908,0,0
2020-10-31,91130,0,1110,0,0
2020-10-30,84410,0,1063,0,0
2020-10-29,74961,0,896,0,0
2020-10-28,69584,0,682,0,0
2020-10-27,65610,0,601,0,0
2020-10-26,76181,0,836,0,0
2020-10-25,82340,0,919,0,0
2020-10-24,74903,0,916,0,0
2020-10-23,68657,0,1059,0,0
2020-10-22,58741,0,791,0,0
2020-10-21,61362,0,612,0,0
2020-10-20,48887,0,733,0,0
2020-10-19,54548,0,693,0,0
2020-10-18,69079,0,880,0,0
2020-10-17,63046,0,697,0,0
2020-10-16,57229,0,821,0,0
2020-10-15,50497,0,652,0,0
2020-10-14,49144,0,497,0,0
2020-10-13,44423,0,573,0,0
2020-10-12,54216,0,681,0,0
2020-10-11,58794,0,792,0,0
2020-10-10,56104,0,735,0,0
2020-10-09,52594,0,782,0,0
2020-10-08,41654,0,635,0,0
2020-10-07,41602,0,508,0,0
2020-10-06,35774,0,598,0,0
2020-10-05,47727,0,565,0,0
2020-10-04,50935,0,907,0,0
2020-10-03,46624,0,733,0,0
2020-10-02,45920,0,686,0,0
2020-10-01,38881,0,795,0,0
2020-09-30,38402,0,400,0,0
2020-09-29,35551,0,502,0,0
2020-09-28,42035,0,664,0,0
2020-09-27,49615,0,778,0,0
2020-09-26,45961,0,740,0,0
2020-09-25,41641,0,903,0,0
2020-09-24,49528,0,660,0,0
2020-09-23,41398,0,537,0,0
2020-09-22,34450,0,484,0,0
2020-09-21,42181,0,674,0,0
2020-09-20,48127,0,803,0,0
2020-09-19,44530,0,732,0,0
2020-09-18,43910,0,1099,0,0
2020-09-17,36815,0,801,0,0
2020-09-16,34336,0,359,0,0
2020-09-15,32888,0,720,0,0
2020-09-14,40371,0,662,0,0
2020-09-13,44082,0,863,0,0
2020-09-12,38583,0,832,0,0
2020-09-11,34660,0,826,0,0
2020-09-10,28054,0,553,0,0
2020-09-09,24876,0,417,0,0
2020-09-08,34237,0,685,0,0
2020-09-07,41129,0,801,0,0
2020-09-06,50917,0,904,0,0
2020-09-05,45272,0,948,0,0
2020-09-04,43647,0,884,0,0
2020-09-03,39178,0,860,0,0
2020-09-02,38696,0,553,0,0
2020-09-01,36635,0,717,0,0
2020-08-31,40908,0,839,0,0
2020-08-30,46546,0,1035,0,0
2020-08-29,46920,0,940,0,0
2020-08-28,46430,0,1062,0,0
2020-08-27,40574,0,880,0,0
2020-08-26,35716,0,584,0,0
2020-08-25,36210,0,836,0,0
2020-08-24,42550,0,1006,0,0
2020-08-23,47181,0,1007,0,0
2020-08-22,46187,0,1000,0,0
2020-08-21,46574,0,1264,0,0
2020-08-20,41625,0,928,0,0
2020-08-19,41589,0,637,0,0
2020-08-18,41495,0,889,0,0
2020-08-17,51137,0,952,0,0
2020-08-16,56261,0,1047,0,0
2020-08-15,51522,0,1195,0,0
2020-08-14,54392,0,1326,0,0
2020-08-13,58958,0,1098,0,0
2020-08-12,43377,0,795,0,0
2020-08-11,46473,0,900,0,0
2020-08-10,51679,0,1043,0,0
2020-08-09,62506,0,1317,0,0
2020-08-08,53165,0,1211,0,0
2020-08-07,55592,0,1260,0,0
2020-08-06,52056,0,1072,0,0
2020-08-05,45329,0,853,0,0
2020-08-04,50849,0,922,0,0
2020-08-03,56412,0,1164,0,0
2020-08-02,68184,0,1369,0,0
2020-08-01,66141,0,1400,0,0
2020-07-31,64855,0,1179,0,0
2020-07-30,58708,0,1163,0,0
2020-07-29,54007,0,936,0,0
2020-07-28,57759,0,951,0,0
2020-07-27,61596,0,1148,0,0
2020-07-26,73152,0,1284,0,0
2020-07-25,73142,0,1254,0,0
2020-07-24,72416,0,1191,0,0
2020-07-23,63336,0,1193,0,0
2020-07-22,58519,0,867,0,0
2020-07-21,60012,0,932,0,0
2020-07-20,67324,0,1005,0,0
2020-07-19,76952,0,1081,0,0
2020-07-18,69181,0,1089,0,0
2020-07-17,72389,0,1122,0,0
2020-07-16,64516,0,914,0,0
2020-07-15,56287,0,731,0,0
2020-07-14,58680,0,840,0,0
2020-07-13,68262,0,889,0,0
2020-07-12,68579,0,964,0,0
2020-07-11,61943,0,961,0,0
2020-07-10,64775,0,1079,0,0
2020-07-09,56754,0,928,0,0
2020-07-08,50763,0,598,0,0
2020-07-07,40413,0,460,0,0
2020-07-06,48978,0,539,0,0
2020-07-05,60366,0,810,0,0
2020-07-04,55452,0,704,0,0
2020-07-03,59342,0,782,0,0
2020-07-02,47253,0,662,0,0
2020-07-01,38517,0,461,0,0
2020-06-30,37583,0,439,0,0
2020-06-29,43653,0,593,0,0
2020-06-28,46540,0,706,0,0
2020-06-27,47021,0,2533,0,0
2020-06-26,37320,0,692,0,0
2020-06-25,37887,0,746,0,0
2020-06-24,28698,0,415,0,0
2020-06-23,27345,0,413,0,0
2020-06-22,33467,0,576,0,0
2020-06-21,33105,0,755,0,0
2020-06-20,28520,0,643,0,0
2020-06-19,25816,0,684,0,0
2020-06-18,24777,0,674,0,0
2020-06-17,20591,0,525,0,0
2020-06-16,20778,0,489,0,0
2020-06-15,26434,0,685,0,0
2020-06-14,28333,0,735,0,0
2020-06-13,22890,0,888,0,0
2020-06-12,22181,0,882,0,0
2020-06-11,18581,0,827,0,0
2020-06-10,18151,0,776,0,0
2020-06-09,18455,0,593,0,0
2020-06-08,23285,0,669,0,0
2020-06-07,24491,0,876,0,0
2020-06-06,20870,0,885,0,0
2020-06-05,20695,0,1022,0,0
2020-06-04,20974,0,934,0,0
2020-06-03,17157,0,691,0,0
2020-06-02,21466,0,673,0,0
2020-06-01,24127,0,906,0,0
2020-05-31,23741,0,1051,0,0
2020-05-30,24182,0,1251,0,0
2020-05-29,19508,0,1285,0,0
2020-05-28,17510,0,811,0,0
2020-05-27,19379,0,687,0,0
2020-05-26,20651,0,788,0,0
2020-05-25,21465,0,937,0,0
2020-05-24,25963,0,1810,0,0
2020-05-23,26191,0,1083,0,0
2020-05-22,23506,0,1374,0,0
2020-05-21,21923,0,1179,0,0
2020-05-20,22744,0,946,0,0
2020-05-19,19917,0,927,0,0
2020-05-18,26081,0,1239,0,0
2020-05-17,26628,0,1549,0,0
2020-05-16,34643,0,1943,0,0
2020-05-15,17336,0,1507,0,0
2020-05-14,23902,0,1533,0,0
2020-05-13,19950,0,1034,0,0
2020-05-12,20656,0,1073,0,0
2020-05-11,25917,0,1491,0,0
2020-05-10,28833,0,1658,0,0
